time 	 DTRot 	 PhaPC 	 PhaPHPC	T1Rot 	 T2Rot 	 T3Rot 	 T4Rot 	 T5Rot 	 TmoyRot
201.0000 	 9.2794 	 58.7500 	 -46.7140 	   69.8425 	 68.8901 	 63.6739 	 60.8911 	 64.6858 	 65.5967
201.4286 	 9.2826 	 58.7500 	 -46.7093 	   69.8573 	 68.9041 	 63.6866 	 60.9027 	 64.6986 	 65.6099
201.8571 	 9.2858 	 58.7500 	 -46.7047 	   69.8721 	 68.9180 	 63.6993 	 60.9142 	 64.7114 	 65.6230
202.2857 	 9.2872 	 58.7500 	 -46.7078 	   69.8861 	 68.9319 	 63.7115 	 60.9264 	 64.7237 	 65.6359
202.7143 	 9.2906 	 58.7500 	 -46.6999 	   69.9009 	 68.9455 	 63.7239 	 60.9379 	 64.7365 	 65.6489
203.1429 	 9.2931 	 58.7500 	 -46.6963 	   69.9151 	 68.9593 	 63.7365 	 60.9494 	 64.7488 	 65.6618
203.5714 	 9.2963 	 58.7500 	 -46.6912 	   69.9298 	 68.9730 	 63.7489 	 60.9609 	 64.7615 	 65.6748
204.0000 	 9.2992 	 58.7500 	 -46.6868 	   69.9441 	 68.9867 	 63.7614 	 60.9723 	 64.7739 	 65.6877
204.4286 	 9.3023 	 58.7500 	 -46.6823 	   69.9586 	 69.0004 	 63.7738 	 60.9837 	 64.7864 	 65.7006
204.8571 	 9.3053 	 58.7500 	 -46.6780 	   69.9729 	 69.0140 	 63.7862 	 60.9950 	 64.7988 	 65.7134
205.2857 	 9.3084 	 58.7500 	 -46.6733 	   69.9874 	 69.0276 	 63.7985 	 61.0063 	 64.8113 	 65.7262
205.7143 	 9.3114 	 58.7500 	 -46.8886 	   70.0016 	 69.0412 	 63.8108 	 61.0176 	 64.8236 	 65.7390
206.1429 	 9.3145 	 58.7500 	 -46.8843 	   70.0160 	 69.0547 	 63.8231 	 61.0287 	 64.8359 	 65.7517
206.5714 	 9.3175 	 58.7500 	 -46.8798 	   70.0302 	 69.0682 	 63.8353 	 61.0399 	 64.8482 	 65.7644
207.0000 	 9.3205 	 58.7500 	 -46.8758 	   70.0445 	 69.0816 	 63.8475 	 61.0510 	 64.8605 	 65.7770
207.4286 	 9.3235 	 58.7500 	 -46.8759 	   70.0584 	 69.0951 	 63.8598 	 61.0622 	 64.8724 	 65.7896
207.8571 	 9.3268 	 58.7500 	 -46.8750 	   70.0727 	 69.1086 	 63.8719 	 61.0731 	 64.8846 	 65.8022
208.2857 	 9.3298 	 58.7500 	 -46.6473 	   70.0868 	 69.1219 	 63.8839 	 61.0841 	 64.8967 	 65.8147
208.7143 	 9.3327 	 58.5000 	 -46.8927 	   70.1008 	 69.1352 	 63.8961 	 61.0952 	 64.9088 	 65.8272
209.1429 	 9.3359 	 58.5000 	 -46.8884 	   70.1149 	 69.1485 	 63.9080 	 61.1061 	 64.9209 	 65.8397
209.5714 	 9.3388 	 58.5000 	 -46.8844 	   70.1288 	 69.1618 	 63.9201 	 61.1170 	 64.9329 	 65.8521
210.0000 	 9.3419 	 58.5000 	 -46.8802 	   70.1428 	 69.1750 	 63.9320 	 61.1279 	 64.9449 	 65.8645
210.4286 	 9.3448 	 58.5000 	 -46.8765 	   70.1567 	 69.1881 	 63.9439 	 61.1387 	 64.9568 	 65.8769
210.8571 	 9.3479 	 58.5000 	 -46.8725 	   70.1706 	 69.2013 	 63.9558 	 61.1495 	 64.9687 	 65.8892
211.2857 	 9.3509 	 58.5000 	 -46.8687 	   70.1844 	 69.2143 	 63.9676 	 61.1603 	 64.9806 	 65.9014
211.7143 	 9.3539 	 58.5000 	 -46.8649 	   70.1982 	 69.2274 	 63.9794 	 61.1710 	 64.9924 	 65.9137
212.1429 	 9.3569 	 58.5000 	 -46.8611 	   70.2119 	 69.2404 	 63.9911 	 61.1817 	 65.0042 	 65.9259
212.5714 	 9.3599 	 58.5000 	 -46.8574 	   70.2256 	 69.2534 	 64.0029 	 61.1924 	 65.0159 	 65.9380
213.0000 	 9.3627 	 58.5000 	 -46.8533 	   70.2391 	 69.2644 	 64.0145 	 61.2029 	 65.0277 	 65.9497
213.4286 	 9.3656 	 58.5000 	 -46.8494 	   70.2526 	 69.2792 	 64.0260 	 61.2135 	 65.0392 	 65.9621
213.8571 	 9.3688 	 58.5000 	 -46.8465 	   70.2663 	 69.2916 	 64.0377 	 61.2240 	 65.0509 	 65.9741
214.2857 	 9.3717 	 58.5000 	 -46.8425 	   70.2797 	 69.3046 	 64.0492 	 61.2345 	 65.0625 	 65.9861
214.7143 	 9.3747 	 58.5000 	 -46.8724 	   70.2932 	 69.3174 	 64.0608 	 61.2450 	 65.0740 	 65.9981
215.1429 	 9.3777 	 58.5000 	 -46.8688 	   70.3067 	 69.3301 	 64.0723 	 61.2554 	 65.0856 	 66.0100
215.5714 	 9.3804 	 58.5000 	 -46.8648 	   70.3200 	 69.3409 	 64.0837 	 61.2658 	 65.0971 	 66.0215
216.0000 	 9.3831 	 58.5000 	 -46.8607 	   70.3331 	 69.3537 	 64.0950 	 61.2762 	 65.1085 	 66.0333
216.4286 	 9.3860 	 58.5000 	 -46.8574 	   70.3464 	 69.3658 	 64.1063 	 61.2865 	 65.1199 	 66.0450
216.8571 	 9.3888 	 58.5000 	 -47.0773 	   70.3595 	 69.3782 	 64.1176 	 61.2968 	 65.1312 	 66.0567
217.2857 	 9.3917 	 58.5000 	 -47.0738 	   70.3727 	 69.3906 	 64.1288 	 61.3070 	 65.1425 	 66.0683
217.7143 	 9.3945 	 58.5000 	 -47.0704 	   70.3858 	 69.4029 	 64.1400 	 61.3173 	 65.1538 	 66.0800
218.1429 	 9.3974 	 58.5000 	 -47.0670 	   70.3989 	 69.4153 	 64.1512 	 61.3274 	 65.1650 	 66.0916
218.5714 	 9.4002 	 58.5000 	 -47.0636 	   70.4119 	 69.4276 	 64.1624 	 61.3376 	 65.1762 	 66.1031
219.0000 	 9.4031 	 58.5000 	 -47.0603 	   70.4249 	 69.4398 	 64.1735 	 61.3477 	 65.1874 	 66.1147
219.4286 	 9.4060 	 58.5000 	 -47.0570 	   70.4379 	 69.4521 	 64.1846 	 61.3578 	 65.1985 	 66.1262
219.8571 	 9.4088 	 58.5000 	 -47.0537 	   70.4509 	 69.4643 	 64.1956 	 61.3678 	 65.2096 	 66.1376
220.2857 	 9.4117 	 58.5000 	 -47.0504 	   70.4638 	 69.4765 	 64.2066 	 61.3778 	 65.2206 	 66.1491
220.7143 	 9.4146 	 58.5000 	 -47.0472 	   70.4767 	 69.4887 	 64.2176 	 61.3878 	 65.2316 	 66.1605
221.1429 	 9.4174 	 58.5000 	 -47.0439 	   70.4895 	 69.5008 	 64.2285 	 61.3977 	 65.2426 	 66.1718
221.5714 	 9.4203 	 58.5000 	 -47.0407 	   70.5023 	 69.5129 	 64.2395 	 61.4076 	 65.2535 	 66.1832
222.0000 	 9.4232 	 58.5000 	 -47.0375 	   70.5151 	 69.5250 	 64.2504 	 61.4175 	 65.2645 	 66.1945
222.4286 	 9.4260 	 58.5000 	 -47.0343 	   70.5278 	 69.5370 	 64.2612 	 61.4274 	 65.2753 	 66.2057
222.8571 	 9.4288 	 58.5000 	 -47.0311 	   70.5405 	 69.5490 	 64.2720 	 61.4372 	 65.2862 	 66.2170
223.2857 	 9.4317 	 58.5000 	 -47.0280 	   70.5532 	 69.5609 	 64.2828 	 61.4470 	 65.2970 	 66.2282
223.7143 	 9.4345 	 58.5000 	 -47.0249 	   70.5658 	 69.5728 	 64.2936 	 61.4568 	 65.3078 	 66.2393
224.1429 	 9.4373 	 58.5000 	 -47.0217 	   70.5784 	 69.5847 	 64.3043 	 61.4665 	 65.3185 	 66.2505
224.5714 	 9.4401 	 58.5000 	 -47.0187 	   70.5909 	 69.5966 	 64.3150 	 61.4762 	 65.3292 	 66.2616
225.0000 	 9.4428 	 58.5000 	 -47.0156 	   70.6034 	 69.6084 	 64.3257 	 61.4859 	 65.3399 	 66.2727
225.4286 	 9.4456 	 58.5000 	 -46.7872 	   70.6159 	 69.6202 	 64.3363 	 61.4955 	 65.3505 	 66.2837
225.8571 	 9.4484 	 58.2500 	 -47.0342 	   70.6283 	 69.6319 	 64.3469 	 61.5052 	 65.3611 	 66.2947
226.2857 	 9.4512 	 58.2500 	 -47.0312 	   70.6407 	 69.6436 	 64.3574 	 61.5147 	 65.3717 	 66.3056
226.7143 	 9.4539 	 58.2500 	 -47.0283 	   70.6531 	 69.6553 	 64.3680 	 61.5243 	 65.3822 	 66.3166
227.1429 	 9.4566 	 58.2500 	 -47.0258 	   70.6653 	 69.6672 	 64.3790 	 61.5338 	 65.3927 	 66.3276
227.5714 	 9.4601 	 58.5000 	 -47.0277 	   70.6774 	 69.6824 	 64.3908 	 61.5432 	 65.4011 	 66.3390
228.0000 	 9.4630 	 58.2500 	 -47.0132 	   70.6910 	 69.6903 	 64.3992 	 61.5528 	 65.4147 	 66.3496
228.4286 	 9.4653 	 58.2500 	 -47.0202 	   70.7019 	 69.7031 	 64.4106 	 61.5621 	 65.4233 	 66.3602
228.8571 	 9.4683 	 58.2500 	 -47.0161 	   70.7150 	 69.7143 	 64.4215 	 61.5717 	 65.4347 	 66.3714
229.2857 	 9.4714 	 58.2500 	 -47.2686 	   70.7262 	 69.7295 	 64.4334 	 61.5808 	 65.4423 	 66.3824
229.7143 	 9.4744 	 58.2500 	 -47.0040 	   70.7402 	 69.7372 	 64.4417 	 61.5905 	 65.4562 	 66.3931
230.1429 	 9.4764 	 58.2500 	 -47.0111 	   70.7505 	 69.7501 	 64.4534 	 61.5997 	 65.4644 	 66.4036
230.5714 	 9.4828 	 58.2500 	 -47.0118 	   70.7656 	 69.7641 	 64.4639 	 61.6085 	 65.4750 	 66.4154
231.0000 	 9.4812 	 58.2500 	 -46.9942 	   70.7750 	 69.7718 	 64.4733 	 61.6187 	 65.4861 	 66.4250
231.4286 	 9.4863 	 58.2500 	 -47.2310 	   70.7884 	 69.7848 	 64.4842 	 61.6276 	 65.4961 	 66.4362
231.8571 	 9.4903 	 58.2500 	 -47.0029 	   70.8009 	 69.7984 	 64.4950 	 61.6364 	 65.5051 	 66.4472
